 62.73 ;max_white(1) 
 65.47 ;max_white(2) 
 67.03 ;max_white(3) 
 70.24 ;max_white(4) 
 71.03 ;max_white(5) 
 70.53 ;max_white(6) 
 70.90 ;max_white(7) 
 67.92 ;max_white(8) 
 52.98 ;max_black(1) 
 53.28 ;max_black(2) 
 54.42 ;max_black(3) 
 55.05 ;max_black(4) 
 54.87 ;max_black(5) 
 54.49 ;max_black(6) 
 56.04 ;max_black(7) 
 57.22 ;max_black(8) 
